dcf20,dfcf20,dfcfTerminal,discountRate,dni20,flag_dcf_missing,flag_dcf_negative,flag_dfcf_missing,flag_dfcf_negative,flag_dni_missing,flag_meanpb_missing,flag_meanps_missing,growth_11_20,growth_1_5,growth_6_10,industry,meanPB,meanPE,meanPE_noNRI,meanPS,medianPB,medianPE,medianPS,oraclePremiumPct,oracleValue,ratio_oracle_dcf,ratio_oracle_meanPB,ratio_oracle_meanPS,ratio_oracle_medianPB,ratio_oracle_medianPS,ruleOf40,sector,source_file,ticker
156.0,111.24,111.24,7.17,96.01,False,False,False,False,False,False,False,4.0,11.88,6.56,Medical - Diagnostics & Research,107.5196,-275.0592,-669.088,233.4098,83.8684,-31.92,185.2812,26.73,97.48,0.6248717948717949,0.9066253966718627,0.41763456375867686,1.1622971226349854,0.5261192177080027,18.94,Healthcare,stockoracle_payloads/raw/raw_ilmn.json,ILMN
23.02,23.58,23.58,5.37,4.29,False,False,False,False,False,False,False,4.0,4.47,4.07,REIT - Residential,33.598,57.3024,46.7688,43.6748,32.656,47.7696,40.5876,-16.1,33.55,1.4574283231972198,0.9985713435323531,0.7681775302920677,1.027376286134248,0.8266071410972808,33.91,Real Estate,stockoracle_payloads/raw/raw_invh.json,INVH
86.23,137.7,137.7,7.77,61.14,False,False,False,False,False,False,False,4.0,15.36,19.16,Asset Management,24.5466,0.0,8.436,19.1406,22.9731,0.0,18.4471,52.9,15.5,0.17975182651049518,0.6314520137208411,0.8097969760613565,0.6747021516469263,0.8402404714020091,22.86,Financial Services,stockoracle_payloads/raw/raw_ivz.json,IVZ
,,,7.47,,True,False,True,False,True,False,False,4.0,15.24,15.0,Financial - Capital Markets,46.552,47.85,49.5145,47.2236,43.01,38.483,45.1881,6.86,49.44,,1.0620381508850318,1.0469341600386248,1.1495001162520344,1.094093356436761,42.07,Financial Services,stockoracle_payloads/raw/raw_jef.json,JEF
81.59,141.99,141.99,6.57,45.87,False,False,False,False,False,False,False,4.0,21.63,22.71,Banks - Regional,19.1422,0.0,40.8402,18.4274,19.1422,0.0,18.7052,21.73,14.45,0.1771050373820321,0.7548766599450429,0.7841583728578095,0.7548766599450429,0.7725124564292282,25.22,Financial Services,stockoracle_payloads/raw/raw_key.json,KEY
18.37,10.73,10.73,6.87,4.5,False,False,False,False,False,False,False,4.0,8.84,4.0,REIT - Retail,21.2076,28.3528,27.6473,24.409,21.2076,21.7626,23.2044,-2.64,21.22,1.155144256940664,1.0005846960523586,0.8693514687205539,1.0005846960523586,0.9144817362224406,42.55,Real Estate,stockoracle_payloads/raw/raw_kim.json,KIM
327.39,317.51,296.34,7.77,73.57,False,False,False,False,False,False,False,4.0,20.18,25.0,Asset Management,93.665,26.775,30.24,91.1177,78.1022,45.57,91.1177,60.84,73.57,0.22471669873850758,0.785458815993167,0.8074172197059407,0.9419709047888536,0.8074172197059407,-3.72,Financial Services,stockoracle_payloads/raw/raw_kkr.json,KKR
,,,6.57,,True,False,True,False,True,False,False,4.0,-25.06,4.0,REIT - Office,46.662,57.5875,57.2288,51.0024,40.656,53.4141,40.4796,16.2,36.36,,0.7792207792207793,0.7129076278763352,0.8943329397874853,0.8982302196662023,29.63,Real Estate,stockoracle_payloads/raw/raw_krc.json,KRC
195.27,216.07,216.07,7.17,90.21,False,False,False,False,False,False,False,4.0,19.32,15.0,Financial - Capital Markets,56.8567,-204.7877,-53.7103,41.8905,54.994,27.0712,42.4683,19.23,40.93,0.2096072105290111,0.7198799789646603,0.9770711736551246,0.7442630105102375,0.9637776882992727,16.79,Financial Services,stockoracle_payloads/raw/raw_laz.json,LAZ
48.05,28.82,28.82,5.97,31.75,False,False,False,False,False,False,False,4.0,6.06,4.0,Auto - Manufacturers,41.9565,166.74,495.1968,109.6896,38.5191,14.154,65.7024,-48.28,42.38,0.8819979188345475,1.0100937876133615,0.3863629733356672,1.1002333907074673,0.6450297097214105,9.27,Consumer Cyclical,stockoracle_payloads/raw/raw_li.json,LI
447.89,26.37,26.37,5.37,628.09,False,False,False,False,False,False,False,4.0,21.46,23.24,Financial - Capital Markets,504.7101,246.3006,254.6832,369.702,517.9422,251.1933,369.702,-9.96,419.04,0.9355868628457881,0.8302587960890817,1.1334534300598862,0.8090478049481198,1.1334534300598862,48.6,Financial Services,stockoracle_payloads/raw/raw_lpla.json,LPLA
76.65,68.54,68.54,5.37,19.52,False,False,False,False,False,False,False,4.0,-2.14,4.0,REIT - Residential,152.1035,178.6048,178.0384,176.4371,148.6126,156.94,162.1263,-15.64,152.0,1.9830397912589692,0.9993195422853518,0.8614968167125849,1.022793491265209,0.937540670452604,28.5,Real Estate,stockoracle_payloads/raw/raw_maa.json,MAA
529.98,291.59,291.59,7.77,226.89,False,False,False,False,False,False,False,4.0,21.55,36.42,Financial - Capital Markets,61.0212,525.0252,322.9913,65.5752,57.4785,57.9474,64.47,2.16,61.99,0.1169666779878486,1.0158764494962407,0.9453268918737573,1.0784902180815437,0.9615324957344502,64.78,Financial Services,stockoracle_payloads/raw/raw_mc.json,MC
,,,5.37,334.61,True,False,True,False,False,False,False,4.0,6.29,4.0,Medical - Healthcare Plans,433.9104,338.7548,325.134,475.1992,444.5938,339.4276,500.6563,-64.54,460.55,,1.061394241760511,0.9691725070244226,1.035889389370702,0.91989254904013,14.9,Healthcare,stockoracle_payloads/raw/raw_moh.json,MOH
200.73,655.05,655.05,6.87,72.19,False,False,False,False,False,False,False,4.0,13.28,12.46,Financial - Capital Markets,110.2325,0.0,138.3358,154.3304,105.1933,0.0,151.4856,49.15,109.96,0.5478005280725352,0.9975279522826752,0.7124973433620336,1.0453137224519051,0.7258775751622596,26.53,Financial Services,stockoracle_payloads/raw/raw_ms.json,MS
,,,6.87,,True,False,True,False,True,False,False,4.0,0.0,21.94,Auto - Manufacturers,0.2093,29.7017,28.896,28.9008,-0.4277,9.7395,10.2384,6.15,6.5,,31.05590062111801,0.22490726900293417,-15.19756838905775,0.6348648226285357,-17.1,Consumer Cyclical,stockoracle_payloads/raw/raw_nio.json,NIO
151.76,,,5.37,36.33,False,False,True,False,False,False,False,4.0,7.01,7.22,Regulated Gas,83.8506,77.49,78.6849,76.6946,84.3813,78.351,75.5384,16.66,68.74,0.4529520295202952,0.8197913908785387,0.8962821372039231,0.8146354701811894,0.9100007413447995,30.39,Utilities,stockoracle_payloads/raw/raw_ogs.json,OGS
900.06,876.46,503.01,7.77,,False,False,False,False,True,False,False,4.0,81.28,4.0,Medical - Healthcare Plans,9.9904,-6.3867,-15.9104,53.7344,9.3632,1.769,19.3108,18.19,16.0,0.017776592671599672,1.601537475976938,0.2977608384945212,1.7088174982911823,0.8285518984195372,40.24,Healthcare,stockoracle_payloads/raw/raw_oscr.json,OSCR
477.07,574.41,574.41,5.37,160.86,False,False,False,False,False,False,False,4.0,16.57,15.0,Financial - Capital Markets,107.7596,147.0928,140.672,102.1326,90.0523,135.4708,81.282,90.57,84.54,0.17720669922652862,0.7845240702452496,0.8277474577167331,0.9387877933156622,1.0400826751310255,37.2,Financial Services,stockoracle_payloads/raw/raw_pjt.json,PJT
64.76,70.08,70.08,5.37,34.81,False,False,False,False,False,False,False,4.0,7.43,6.27,Medical - Diagnostics & Research,51.4206,75.9924,75.8348,48.3395,48.3483,48.0681,47.5915,-1.66,47.64,0.7356392835083384,0.9264769372586085,0.9855294324517216,0.985350053673035,1.0010190895433007,30.64,Healthcare,stockoracle_payloads/raw/raw_qgen.json,QGEN
59.24,17.04,17.04,6.27,16.58,False,False,False,False,False,False,False,4.0,7.08,4.94,REIT - Retail,65.2686,0.0,0.0,75.15,65.6292,0.0,74.315,5.98,65.06,1.098244429439568,0.9968039761845665,0.8657351962741184,0.9913270312604756,0.8754625580300075,41.87,Real Estate,stockoracle_payloads/raw/raw_reg.json,REG
68.32,77.09,77.09,6.27,55.49,False,False,False,False,False,False,False,4.0,10.03,9.55,Banks - Regional,24.7752,0.0,24.51,27.4944,24.5754,0.0,26.5278,-1.98,24.69,0.36138758782201413,0.9965610772062384,0.8980010474860336,1.0046631997851512,0.9307217334268203,33.8,Financial Services,stockoracle_payloads/raw/raw_rf.json,RF
62.19,32.54,32.54,7.77,23.2,False,False,False,False,False,False,False,4.0,25.23,15.0,Financial - Credit Services,7291.7496,0.0,-1.6066,18.3696,11.2995,0.0,13.1408,61.57,18.37,0.2953851101463258,0.0025192856320793025,1.0000217751066982,1.625735652020001,1.3979361987093633,58.28,Financial Services,stockoracle_payloads/raw/raw_sofi.json,SOFI
34.66,,,5.97,9.96,False,False,True,False,False,False,False,4.0,8.48,5.0,REIT - Industrial,36.4966,42.7635,42.211,43.6149,35.763,45.0984,41.8509,4.99,36.45,1.051644547028275,0.998723168733526,0.8357235715317473,1.0192097978357522,0.8709490118492076,47.63,Real Estate,stockoracle_payloads/raw/raw_stag.json,STAG
,,,7.77,,True,False,True,False,True,False,False,4.0,9.06,4.0,Auto - Manufacturers,20.2028,-34.8621,-29.5659,14.8824,20.2028,-2.8574,14.8824,-46.56,20.36,,1.0077810996495535,1.3680589152287264,1.0077810996495535,1.3680589152287264,-9.71,Consumer Cyclical,stockoracle_payloads/raw/raw_stla.json,STLA
419.02,,,5.37,40.49,False,False,True,False,False,False,False,4.0,16.17,12.21,Regulated Gas,74.0225,43.1745,42.0447,69.426,74.0225,62.408,70.0872,37.0,58.03,0.1384898095556298,0.7839508257624371,0.8358540028231498,0.7839508257624371,0.8279685877021767,-1.55,Utilities,stockoracle_payloads/raw/raw_swx.json,SWX
795.08,1028.27,1028.27,7.47,294.64,False,False,False,False,False,False,False,4.0,13.43,15.68,Financial - Credit Services,65.5451,70.0448,70.2075,72.926,61.1461,61.2656,66.1543,5.94,70.21,0.08830557931277354,1.071170842671687,0.9627567671338068,1.1482334932236071,1.061306672430968,27.3,Financial Services,stockoracle_payloads/raw/raw_syf.json,SYF
26.15,22.59,22.59,6.27,27.42,False,False,False,False,False,False,False,4.0,-1.95,7.17,REIT - Industrial,80.1724,98.9412,98.1288,77.4594,74.802,86.7888,71.622,-28.74,80.17,3.065774378585086,0.9999700645109789,1.034993816115281,1.0717627870912543,1.1193488034402836,61.13,Real Estate,stockoracle_payloads/raw/raw_trno.json,TRNO
187.59,120.58,120.58,7.47,151.81,False,False,False,False,False,False,False,4.0,4.36,4.02,Asset Management,162.6905,128.2512,127.2815,141.368,135.493,127.6968,127.264,-17.38,124.1,0.6615491230875846,0.7627980736428986,0.877850715862147,0.9159144752865461,0.9751382951973849,41.15,Financial Services,stockoracle_payloads/raw/raw_trow.json,TROW
,,,7.77,,True,False,True,False,True,False,False,4.0,0.0,4.0,Financial - Credit Services,66.9141,-3.351,-3.8143,98.6148,47.4632,0.5448,52.7436,4.03,45.68,,0.6826662840866125,0.4632164746062457,0.9624298403816008,0.8660766424741579,62.39,Financial Services,stockoracle_payloads/raw/raw_upst.json,UPST
26.09,43.2,43.2,5.37,31.51,False,False,False,False,False,False,False,4.0,4.49,4.12,REIT - Diversified,35.9871,47.8674,43.395,39.8784,35.4693,37.1142,39.3204,-16.65,35.98,1.3790724415484859,0.9998027070811485,0.9022428181672283,1.0143983670385375,0.9150466424553158,101.98,Real Estate,stockoracle_payloads/raw/raw_vici.json,VICI
369.33,1718.64,1718.64,5.37,102.55,False,False,False,False,False,False,False,4.0,9.66,12.39,Financial - Capital Markets,33.423,44.9224,45.7444,40.6593,33.7658,40.4488,41.7582,8.17,32.21,0.08721197844745891,0.9637076264847559,0.792192684084576,0.9539237927133373,0.7713455081876134,52.31,Financial Services,stockoracle_payloads/raw/raw_virt.json,VIRT
2997.87,3911.26,3911.26,7.77,1870.96,False,False,False,False,False,False,False,4.0,116.49,4.0,REIT - Office,34.5195,315.252,321.057,34.5345,35.0309,39.933,36.8667,44.98,26.17,0.00872953130055673,0.7581222207737656,0.7577929317059752,0.7470547430982362,0.7098546927172761,15.58,Real Estate,stockoracle_payloads/raw/raw_vno.json,VNO
94.06,129.12,129.12,5.37,,False,False,False,False,True,False,False,4.0,9.44,5.42,REIT - Diversified,64.3906,45.7875,45.2018,72.7881,64.3906,47.718,73.5471,2.71,64.26,0.6831809483308526,0.9979717536410594,0.8828366175240184,0.9979717536410594,0.8737258165175786,58.12,Real Estate,stockoracle_payloads/raw/raw_wpc.json,WPC
,,,7.77,,True,False,True,False,True,False,False,4.0,0.0,4.0,Auto - Manufacturers,16.6875,15.872,16.0713,86.922,14.5515,11.4514,26.34,38.55,16.73,,1.0025468164794007,0.19247141115022665,1.1497096519259182,0.6351556567957479,59.93,Consumer Cyclical,stockoracle_payloads/raw/raw_xpev.json,XPEV
134.58,134.58,343.76,6.27,128.34,False,False,False,False,False,False,False,4.0,13.08,11.65,Banks - Regional,54.1317,53.1829,53.0955,66.5742,52.6785,51.6971,51.9939,-7.33,52.08,0.3869817209094962,0.9620979943360359,0.7822850293356886,0.9886386286625473,1.0016559634880247,27.14,Financial Services,stockoracle_payloads/regional_banks_credit_2025-10-27.json,USB
588.27,588.27,1265.74,6.27,409.73,False,False,False,False,False,False,False,4.0,12.8,11.15,Banks - Regional,217.993,216.9225,190.185,246.3321,225.51,206.193,205.992,-2.38,190.99,0.32466384483315486,0.8761290500153676,0.7753354110162664,0.8469247483481886,0.9271719290069518,27.84,Financial Services,stockoracle_payloads/regional_banks_credit_2025-10-27.json,PNC
1752.52,1619.87,2158.04,6.57,,False,False,False,False,True,False,False,4.0,18.66,20.59,Financial - Credit Services,163.09,8.322,34.8887,161.0037,159.62,-4.662,142.9893,39.66,161.11,0.09193047725560907,0.987859464099577,1.000660233274142,1.009334669840872,1.126727664237814,-25.93,Financial Services,stockoracle_payloads/regional_banks_credit_2025-10-27.json,COF
766.17,685.72,755.58,6.87,376.11,False,False,False,False,False,False,False,4.0,8.86,14.37,Financial - Credit Services,256.4225,293.641,293.8761,295.074,250.7765,276.0676,285.9948,45.52,245.71,0.320699061565971,0.9582232448400588,0.8327063719609318,0.9797967512904918,0.8591414948803265,30.44,Financial Services,stockoracle_payloads/regional_banks_credit_2025-10-27.json,AXP
322.03,208.14,442.71,5.67,114.24,False,False,False,False,False,False,False,4.0,14.13,14.17,REIT - Specialty,178.5836,282.8064,162.978,226.1237,178.1078,246.7614,208.6117,6.93,179.11,0.5561904170418907,1.0029476390889198,0.7920885780658994,1.0056269293091038,0.8585807986800357,40.29,Real Estate,stockoracle_payloads/reits_cluster_2025-10-27.json,AMT
136.97,117.43,213.47,5.97,,False,False,False,False,True,False,False,4.0,0.0,18.6,REIT - Specialty,39.5136,-425.7596,-300.732,102.49,-25.9651,-378.1946,91.6316,12.52,87.53,0.639045046360517,2.215186669906058,0.8540345399551176,-3.371063465960077,0.9552381492847445,22.69,Real Estate,stockoracle_payloads/reits_cluster_2025-10-27.json,CCI
1496.45,-114.88,,5.67,329.76,False,False,False,True,False,False,False,4.0,14.56,21.62,REIT - Specialty,869.2164,1125.6414,1121.965,878.3523,863.46,922.6386,861.9345,-3.6,870.88,0.5819639814227003,1.0019139077449528,0.9914928212745614,1.0085933337965858,1.0103783988226485,5.43,Real Estate,stockoracle_payloads/reits_cluster_2025-10-27.json,EQIX
258.95,226.52,254.35,5.67,126.61,False,False,False,False,False,False,False,4.0,4.63,4.0,REIT - Industrial,282.0055,262.434,262.568,362.34,279.1425,271.7772,338.85,7.5,281.15,1.085730836068739,0.9969663712232563,0.7759286857647514,1.0071916673383665,0.8297181643795188,50.0,Real Estate,stockoracle_payloads/reits_cluster_2025-10-27.json,PSA
25.83,25.77,43.72,5.37,30.93,False,False,False,False,False,False,False,4.0,4.48,4.12,REIT - Diversified,35.5423,47.9196,43.2824,39.8083,35.0309,37.3491,39.3631,-12.41,35.61,1.37862950058072,1.0019047726230437,0.8945370689027162,1.0165311196686353,0.9046543590316819,114.15,Real Estate,stockoracle_payloads/reits_cluster_2025-10-27.json,VICI
65.53,47.47,48.76,6.87,27.08,False,False,False,False,False,True,False,4.0,7.51,6.1,REIT - Industrial,,134.0101,131.445,159.0446,0.0,122.7597,150.4624,-8.51,138.19,2.1088051274225545,,0.8688757744682938,,0.9184354363615096,51.07,Real Estate,stockoracle_payloads/reits_expanded_2025-10-27.json,PLD
80.96,50.49,45.0,7.47,2.32,False,False,False,False,False,False,False,4.0,-1.18,4.0,REIT - Retail,113.0616,139.8556,153.5604,150.612,103.5414,129.4936,154.8624,59.19,111.87,1.3817934782608696,0.9894606126217921,0.7427695004382121,1.080437390261287,0.7223832253665189,53.02,Real Estate,stockoracle_payloads/reits_expanded_2025-10-27.json,SPG
96.9,92.76,147.23,5.37,1.37,False,False,False,False,False,False,False,4.0,18.41,4.0,REIT - Retail,66.7992,60.16,56.7839,74.2361,60.8044,57.32,70.4727,-10.66,67.15,0.6929824561403509,1.0052515598989211,0.9045464403437143,1.1043608686213497,0.9528512459434647,62.54,Real Estate,stockoracle_payloads/reits_expanded_2025-10-27.json,O
141.67,-91.8,,5.97,65.87,False,False,False,True,False,False,False,4.0,15.13,5.27,REIT - Office,154.6762,0.0,277.3849,148.8147,157.2758,0.0,151.3542,15.87,154.73,1.0921860662102068,1.0003478233884722,1.0397494333557102,0.9838131486217205,1.022303973064507,22.01,Real Estate,stockoracle_payloads/reits_expanded_2025-10-27.json,DLR
47.04,6.95,15.31,6.57,6.12,False,False,False,False,False,False,False,4.0,1.48,4.0,REIT - Retail,115.3082,138.294,138.6845,116.3005,110.2948,127.998,111.0206,-12.04,115.16,2.44812925170068,0.9987147488209859,0.9901935073365978,1.0441108737673943,1.037284972338467,46.52,Real Estate,stockoracle_payloads/reits_expanded_2025-10-27.json,FRT
87.41,-3.98,38.85,5.37,19.54,False,False,False,True,False,False,False,4.0,6.99,7.73,Regulated Electric,88.5653,107.5102,107.3088,84.2856,89.3054,80.073,80.0226,0.17,84.27,0.964077336689166,0.9515013216237059,0.9998149150032745,0.943615951555001,1.0530775056046666,44.93,Utilities,stockoracle_payloads/utilities_cluster_2025-10-25.json,NEE
212.5,-126.58,,5.37,18.91,False,False,False,True,False,False,False,4.0,6.57,6.56,Regulated Electric,107.1472,183.8448,182.2536,115.115,106.5056,155.8152,116.725,10.25,115.53,0.5436705882352941,1.078236295488823,1.0036050905616123,1.0847316948592374,0.9897622617262798,28.3,Utilities,stockoracle_payloads/utilities_cluster_2025-10-25.json,DUK
120.69,-95.63,,5.37,23.17,False,False,False,True,False,False,False,4.0,6.7,7.62,Regulated Electric,80.392,89.397,89.037,81.152,78.2276,84.5595,82.176,18.14,81.16,0.6724666500952854,1.0095531893720768,1.0000985804416402,1.0374854910543083,0.9876362928348908,34.01,Utilities,stockoracle_payloads/utilities_cluster_2025-10-25.json,SO
177.9,-159.96,,5.37,61.06,False,False,False,True,False,False,False,4.0,6.56,7.16,Regulated Electric,108.966,130.152,129.8232,101.4,110.6424,129.608,103.74,14.47,101.32,0.5695334457560427,0.929831323532111,0.9992110453648914,0.9157429701452607,0.9766724503566608,33.35,Utilities,stockoracle_payloads/utilities_cluster_2025-10-25.json,AEP
129.17,-208.15,,5.37,31.44,False,False,False,True,False,False,False,4.0,8.46,7.63,Regulated Electric,76.9265,75.0478,76.0266,63.4392,76.572,75.1537,64.8648,26.5,63.55,0.4919873035534567,0.8261132379609106,1.001746554181011,0.8299378362848038,0.979730146396813,18.6,Utilities,stockoracle_payloads/utilities_cluster_2025-10-25.json,XEL
87.1,-301.6,,5.37,23.36,False,False,False,True,False,False,False,4.0,8.88,10.26,Regulated Electric,63.017,5.4144,-11.426,61.944,58.406,64.4544,59.452,-5.55,64.65,0.7422502870264065,1.0259136423504769,1.0436846183649748,1.106906824641304,1.087431877817399,33.58,Utilities,stockoracle_payloads/utilities_cluster_2025-10-25.json,D
178.5,-84.56,,5.37,36.82,False,False,False,True,False,False,False,4.0,5.74,5.74,Regulated Electric,108.975,101.757,104.429,97.3588,108.2485,104.753,96.4656,2.99,97.14,0.5442016806722689,0.8913971094287682,0.9977526428016779,0.8973796403645316,1.0069910931979897,18.9,Utilities,stockoracle_payloads/utilities_cluster_2025-10-25.json,ED
77.05,-58.43,,5.37,6.33,False,False,False,True,False,False,False,4.0,9.34,10.75,Regulated Electric,17.4258,6.9768,7.5089,15.204,17.2875,18.183,15.5298,8.18,15.16,0.19675535366645036,0.8699744057661629,0.997106024730334,0.876934201012292,0.9761877165192082,19.65,Utilities,stockoracle_payloads/utilities_cluster_2025-10-25.json,PCG
98.71,-206.8,,5.37,33.11,False,False,False,True,False,False,False,4.0,6.45,8.3,Diversified Utilities,83.5971,91.0434,90.636,69.286,82.6525,77.0556,68.478,33.9,69.29,0.7019552223685545,0.8288565033954528,1.000057731720694,0.8383291491485436,1.011857822950437,19.17,Utilities,stockoracle_payloads/utilities_gas_ipp_2025-10-25.json,SRE
77.22,-62.03,,5.37,13.19,False,False,False,True,False,False,False,4.0,8.71,8.44,Regulated Gas,36.7965,28.7045,27.5373,31.6956,37.1739,36.6707,29.877,37.94,31.63,0.4096089096089096,0.8595926242985066,0.9979303120937922,0.8508657956254253,1.058673896308197,37.56,Utilities,stockoracle_payloads/utilities_gas_ipp_2025-10-25.json,NI
229.37,-240.63,,5.37,108.66,False,False,False,True,False,False,False,4.0,7.21,7.44,Regulated Gas,140.9291,144.2462,143.8879,124.5146,140.0952,144.318,116.7683,41.33,124.48,0.5427039281510224,0.8832810257072528,0.9997221209400343,0.8885386508602722,1.0660427530417074,42.95,Utilities,stockoracle_payloads/utilities_gas_ipp_2025-10-25.json,ATO
379.35,206.93,277.62,6.27,44.18,False,False,False,False,False,False,False,4.0,16.19,15.0,Independent Power Producers,48.6676,22.504,21.3885,82.456,34.8588,14.0128,76.4592,105.55,82.88,0.21847897719783838,1.7029810387198052,1.005142136412147,2.37759188497596,1.0839768137778056,6.77,Utilities,stockoracle_payloads/utilities_gas_ipp_2025-10-25.json,NRG
64.06,-117.21,,5.67,,False,False,False,True,True,False,False,4.0,3.4,11.17,Diversified Utilities,28.9003,-5.0901,-1.9454,20.28,31.5018,-32.5005,20.28,-28.43,20.33,0.3173587261941929,0.7034529053331625,1.002465483234714,0.6453599476855291,1.002465483234714,11.0,Utilities,stockoracle_payloads/utilities_gas_ipp_2025-10-25.json,AES
475.67,-1.78,1.83,6.87,246.66,False,False,False,True,False,False,False,4.0,21.05,15.0,Independent Power Producers,49.824,67.8056,67.4332,85.4906,21.2444,65.5411,52.208,136.38,85.23,0.179178842474825,1.7106213872832372,0.9969517116501697,4.01188077799326,1.632508427827153,58.78,Utilities,stockoracle_payloads/utilities_gas_ipp_2025-10-25.json,VST
